word,reading,meanings,level,example_ja,example_en
炭鉱,たんこう,coal mine; coal pit,N2,あの支部は炭鉱労働組合に属している。,That branch is affiliated to the miners' union.
短期,たんき,short term,N2,短期間で、色々あったのよ。,A lot happened in a short time.
短所,たんしょ,(1) defect; demerit; weak point; (2) disadvantage,N2,誰にでも長所と短所がある。,Everyone has strengths and weaknesses.
短編,たんぺん,short (e.g. story; film),N2,彼女は短編小説作家です。,She is a short story writer.
団地,だんち,multi-unit apartments,N2,夜の闇の中に団地が並んでいた。,The apartment buildings stood side by side in the darkness of the night.
断水,だんすい,water outage,N2,断水になった。,The water supply has failed.
断定,だんてい,conclusion; decision,N2,昨晩の火事は放火と断定された。,The fire that broke out last night was judged to be caused by arson.
暖まる,あたたまる,to warm up; to get warm,N2,この部屋はすぐに暖まる。,This room will soon heat up.
暖める,あたためる,to warm; to heat,N2,彼女は両手を暖めるために息を吹きかけた。,She blew on her hands to warm them.
段階,だんかい,gradation; grade; stage,N2,病気はまだ初期の段階です。,The disease is still in the primary stage.
知合い,しりあい,acquaintance,N2,,
知人,ちじん,friend; acquaintance,N2,彼の知人ですか。,Do you know him?
地下水,ちかすい,underground water,N2,ワイン畑の中には、未だ地下水を使用した灌漑を選択するところもある。,Some vineyards still choose to irrigate using underground water sources.
地質,ちしつ,geological features,N2,トムは地質学を専攻してた。,Tom majored in geology.
地帯,ちたい,area; zone,N2,沿岸地帯には津波警報が出た。,The coast was warned against a tsunami.
地点,ちてん,site; point on a map,N2,その湖はこの地点が深い。,The lake is deep at this point.
地盤,じばん,(the) ground,N2,,
地味,じみ,plain; simple,N2,彼女は地味な色を好む。,She favors quiet colors.
地名,ちめい,place name,N2,その地名は伝説に由来する。,The legend gave the name to the place.
竹,たけ,bamboo; middle (of a three-tier ranking system),N2,林に竹が目立つ。,Bamboo stands out in the woods.
蓄える,たくわえる,to store; to lay in stock,N2,農夫たちは冬に備えて野菜を蓄える。,Farmers store vegetables for the winter.
茶碗,ちゃわん,rice bowl; tea cup; teacup,N2,その茶碗にはひびがある。,The cup has a crack.
着々,ちゃくちゃく,steadily,N2,仕事は着々と進んでいる。,The work is progressing steadily.
着ける,つける,(1) to attach; to join; to add; to append,N2,英語を身に着けるのは簡単だ。,English is not hard to learn.
着せる,きせる,to put on clothes,N2,子供が自分のペットに服を着せるように、子猫に服を着せました。,She dressed him like children dress their pets.
着替え,きがえ,changing clothes; change of clothes,N2,着替えてくる。,I'm going to go change my clothes.
中間,ちゅうかん,middle; midway; interim,N2,今週は中間試験が３つ。,This week I had three midterms.
中指,なかゆび,middle finger,N2,中指が一番長いです。,The middle finger is the longest.
中旬,ちゅうじゅん,second third of a month,N2,予定日は１月の中旬頃です。,I'm expecting my baby in the middle of January.
中身,なかみ,contents; interior; substance; filling; (sword) blade,N2,箱の中身は何？,What is in this box?
中世,ちゅうせい,Middle Ages; mediaeval times,N2,私は中世史を専攻している。,I specialize in medieval history.
中性,ちゅうせい,neuter gender; neutral (chem.); indifference; sterility,N2,アレックスは、中性的な名前です。,Alex is a unisex name.
中途,ちゅうと,in the middle; half-way,N2,中途半端な文ね。,That is an incomplete sentence.
中年,ちゅうねん,middle-aged,N2,彼女は中年デブだ。,"She is fair, fat and forty."
中味,なかみ,contents; interior; substance; filling; (sword) blade,N2,,
仲直り,なかなおり,reconciliation; make peace with,N2,仲直りしよう。,Let's be friends again.
仲良し,なかよし,intimate friend; bosom buddy; chum,N2,トムとは仲良しよ。,I'm good friends with Tom.
抽象,ちゅうしょう,abstract,N2,抽象芸術は感じるものだ。,Abstract art is something to feel.
昼寝,ひるね,nap (at home); siesta,N2,昼寝したら？,Why don't you take a nap?
注す,さす,to pour (drink); to serve (drinks),N2,市販の家具ではサイズが合わないから、家具を特注する。,"Ready-made furniture won't fit, so I'll order it custom-made."
著す,あらわす,to write; to publish,N2,,
貯蔵,ちょぞう,storage; preservation,N2,貯蔵庫のドアのそばの刈り残した伸びた芝はどうなんだい。,What about the tall grass you left over by the cellar door?
張り切る,はりきる,to be in high spirits; to be full of vigor,N2,,
彫る,ほる,to carve; to engrave; to sculpture; to chisel,N2,「これ何？」「これは木を彫る道具で『彫刻刀』っていうんだよ」,"""What's this?"" ""It's called a 'chisel', it's a tool used for carving wood."""
彫刻,ちょうこく,carving; engraving; sculpture,N2,その彫刻は非常に貴重である。,The sculptures are of great value.
調整,ちょうせい,regulation; adjustment; tuning,N2,彼はクラリネットを調整してもらった。,He had his clarinet tuned.
調節,ちょうせつ,regulation; adjustment; control,N2,音量調節はどこでやるの？,Where's the volume control?
調味料,ちょうみりょう,condiment; seasoning,N2,市販の調味料よりうまいと言いきれる。,I can definitively say that this seasoning tastes better than anything you could buy in a store.
超える,こえる,to exceed; to cross over; to cross,N2,想像を超えるしょぼさ。,It's a damned sight more unimpressive than could be imagined.
超す,こす,to cross; to pass; to tide over,N2,,
超過,ちょうか,excess; being more than,N2,収入を超過して支出をするな。,Never spend in excess of your income.
跳ねる,はねる,to jump; to leap,N2,犬が跳ねるのをごらん。,Look at the dog jump.
跳ぶ,とぶ,to jump; to fly; to leap,N2,,
長引く,ながびく,to be prolonged; to drag on,N2,その経済学者は長引く不況を予期していた。,The economist anticipated a prolonged depression.
長所,ちょうしょ,(1) strong point; merit; (2) advantage,N2,あなたの長所は何ですか。,What are your strong points?
長女,ちょうじょ,eldest daughter,N2,ルミは長女です。,Rumi is the first daughter.
長短,ちょうたん,length; long and short; +-,N2,,
長男,ちょうなん,eldest son,N2,彼は長男です。,He's the oldest son.
長方形,ちょうほうけい,rectangle; oblong,N2,長方形の対辺は平行である。,The opposite sides of a rectangle are parallel.
頂点,ちょうてん,top; summit,N2,自動車生産は頂点を超えた。,Automobile production has peaked out.
直角,ちょっかく,right angle,N2,直角は９０度である。,A right angle has ninety degrees.
直径,ちょっけい,diameter,N2,湖は直径３マイルある。,The lake is three miles across.
直後,ちょくご,immediately following,N2,彼は終戦直後に出獄した。,He was released from prison immediately after the war.
直線,ちょくせん,straight line,N2,直線を引きなさい。,Draw a straight line.
直前,ちょくぜん,just before,N2,試合の直前はいつも緊張する。,I always get nervous just before a match.
直通,ちょくつう,direct communication,N2,ダイヤル直通ですか。,Can I dial directly?
直流,ちょくりゅう,direct current,N2,,
追い越す,おいこす,to pass (e.g. car); to outdistance; to outstrip,N2,,
追い掛ける,おいかける,to chase or run after someone; to run down; to pursue,N2,,
追加,ついか,addition; supplement; appendix,N2,新しい例文を追加した。,I added a new sentence.
通り掛かる,とおりかかる,to happen to pass by,N2,,
通貨,つうか,currency,N2,日本の円は安定した通貨だ。,The Japanese yen is a stable currency.
通勤,つうきん,commuting to work,N2,電車通勤です。,"Every day, I take the train to work."
通知,つうち,notice; notification,N2,通知表はどこなの？,Where is your report card?
通帳,つうちょう,passbook,N2,貯金通帳に残っていた金で利子がついた。,Interest accrued from the money left in my savings account.
通訳,つうやく,interpretation,N2,通訳が必要です。,I need an interpreter.
通用,つうよう,popular use; circulation,N2,大学生として通用します。,He passes for a college student.
通路,つうろ,passage; pathway,N2,２番通路です。,They're in aisle two.
潰す,つぶす,to smash; to waste,N2,このバナナケースを使うと、バナナを潰すことなく持ち運べます。,"By using this banana case, you can transport bananas without squashing them."
潰れる,つぶれる,to be smashed; to go bankrupt,N2,,
爪,つめ,fingernail or toenail; claw; talon; hoof,N2,爪を切りなさい。,Clip your nails.
吊す,つるす,to hang,N2,,
吊る,つる,to hang,N2,私はシャツを吊るしている。,I'm hanging up my shirts.
釣り合う,つりあう,to balance; to be in harmony; to suit,N2,,
低下,ていか,fall; decline; lowering; deterioration,N2,視力が低下してきたんです。,My eyesight is beginning to fail.
停止,ていし,suspension; interruption; stoppage; ban,N2,列車は滑らかに停止した。,The train came to a smooth stop.
停車,ていしゃ,stopping (e.g. train),N2,バスは急停車した。,The bus stopped sharply.
停電,ていでん,failure of electricity,N2,あ、停電だ。,"Oh, the lights went out."
剃る,そる,to shave,N2,私は毎朝髭を剃る。,I shave every morning.
剃刀,かみそり,razor,N2,「ほっぺたから血が出てるよ。どうしたの？」「髭剃りが壊れちゃってさぁ、カミソリで剃ったんだけど、剃刀負けしちゃったんだ」,"""Your cheek's bleeding! What happened?"" ""Well, my shaver broke! Then I used a razor and ended up nicking myself."""
